3ce79cde2b70f1fa64c95bd16778a2e61114d16f,276.03
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,289.50
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,271.12
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,280.28
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,289.49
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,274.80
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,278.74
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,276.88
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,283.42
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,273.62
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,278.78
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,284.26
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,281.04
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,268.58
3ce79cde2b70f1fa64c95bd16778a2e61114d16f,276.35
9c601ef7f9b1db4108f4c957027ac705e4422593,273.75
9c601ef7f9b1db4108f4c957027ac705e4422593,282.53
9c601ef7f9b1db4108f4c957027ac705e4422593,278.59
9c601ef7f9b1db4108f4c957027ac705e4422593,277.35
9c601ef7f9b1db4108f4c957027ac705e4422593,284.45
9c601ef7f9b1db4108f4c957027ac705e4422593,278.40
9c601ef7f9b1db4108f4c957027ac705e4422593,269.09
9c601ef7f9b1db4108f4c957027ac705e4422593,280.12
9c601ef7f9b1db4108f4c957027ac705e4422593,275.51
9c601ef7f9b1db4108f4c957027ac705e4422593,274.29
9c601ef7f9b1db4108f4c957027ac705e4422593,280.83
9c601ef7f9b1db4108f4c957027ac705e4422593,280.32
9c601ef7f9b1db4108f4c957027ac705e4422593,274.45
9c601ef7f9b1db4108f4c957027ac705e4422593,274.35
9c601ef7f9b1db4108f4c957027ac705e4422593,285.31
fe0f9263435b44534182ddac830e6c6fd897bf92,284.50
fe0f9263435b44534182ddac830e6c6fd897bf92,283.45
fe0f9263435b44534182ddac830e6c6fd897bf92,284.49
fe0f9263435b44534182ddac830e6c6fd897bf92,277.36
fe0f9263435b44534182ddac830e6c6fd897bf92,274.26
fe0f9263435b44534182ddac830e6c6fd897bf92,272.14
fe0f9263435b44534182ddac830e6c6fd897bf92,284.66
fe0f9263435b44534182ddac830e6c6fd897bf92,275.95
fe0f9263435b44534182ddac830e6c6fd897bf92,283.58
fe0f9263435b44534182ddac830e6c6fd897bf92,280.50
fe0f9263435b44534182ddac830e6c6fd897bf92,278.20
fe0f9263435b44534182ddac830e6c6fd897bf92,283.75
